,size,depth,SABRE CNOTs,SABRE Depth,SABRE Time,MPATH_IPS CNOTs,MPATH_IPS Depth,MPATH_IPS Time,"Layer Density, mean","Layer Density, std.","Child Distance, mean","Child Distance, std."
652,300,87,759,493,0.34219572599977255,759,327,4.220726964000278,0.6505376344086021,0.7559262147405913,2.53781512605042,5.717127321142828
653,300,73,738,463,0.3519729129998268,798,376,1.9667027569998936,0.7891156462585034,0.7305881752834753,2.4601769911504423,3.3788394044237324
654,300,95,879,593,0.48252745499985394,783,368,1.2475935460001892,0.54337899543379,0.6131656742134984,1.7327586206896552,2.4153166374157675
655,300,89,873,534,0.3770240069998181,903,456,1.07151143100009,0.6701030927835051,0.6457098624655505,2.763779527559055,4.506262821097903
656,300,72,786,534,0.4358538219998991,720,323,1.723953254999742,0.7666666666666667,0.7340905181848414,2.504424778761062,3.6364036834167
657,300,68,720,428,0.34143330799997784,732,377,1.7590883510001731,0.7318840579710145,0.7376014307303213,2.515151515151515,4.103124299536537
658,300,63,801,394,0.41296929700001783,840,409,2.3595780250002463,0.975609756097561,0.759368743338902,3.4615384615384617,5.910353745235547
659,300,52,672,386,0.32661253400010537,765,378,1.9930946510003196,0.9904761904761905,0.8673466720020931,2.7450980392156863,3.0859780110211346
660,300,67,768,474,0.34674966700004006,768,372,1.29183183799978,0.7482517482517482,0.694317912196023,3.0761904761904764,4.291065442333115
661,300,75,729,435,0.35544234199960556,747,372,1.0309398710001005,0.6956521739130435,0.6964281386539022,3.02803738317757,5.201469856828904
662,300,69,780,467,0.3748912620003466,741,350,1.1268317519998163,0.7315436241610739,0.7107125877069581,2.97196261682243,4.03132116727788
663,300,64,702,384,0.45415627300008055,810,397,1.5172416950003935,0.8692307692307693,0.7784448158738979,3.327272727272727,5.260675882793166
664,300,65,786,416,0.38672326100004284,771,353,2.4612414680000256,0.8409090909090909,0.7264436562287064,2.8796296296296298,3.8314429942753083
665,300,85,675,452,0.39696876000016346,684,340,1.1806797690001076,0.6338797814207651,0.6205494892493284,2.8157894736842106,5.062011578299337
666,300,74,738,481,0.36571427399985623,711,325,0.9677276039997196,0.6601307189542484,0.7154997220080528,2.52,4.706336154589894
667,300,69,708,535,0.32107154999994236,672,243,3.2980927919998066,0.75177304964539,0.7640506868262313,2.876190476190476,5.159725422918287
668,300,74,768,484,0.35500289299989163,801,395,1.353466534999825,0.6745562130177515,0.7734522308125903,1.9823008849557522,2.4312941340169876
669,300,82,843,447,0.39592490999984875,756,341,1.1448767120000412,0.6571428571428571,0.6651683843898752,2.732142857142857,5.039100938193848
670,300,52,594,335,0.3783170810002048,618,307,1.2698284399998556,0.9047619047619048,0.7990924557486869,2.869565217391304,4.540200606811831
671,300,92,924,532,0.4219806669998434,765,328,1.8161240129998077,0.6559139784946236,0.6220780930804614,2.3949579831932772,4.56184115748606
672,300,95,813,555,0.5204395269997804,813,342,1.0944069349998244,0.5981308411214953,0.6318614109863689,2.472,4.090136428042468
673,300,76,624,432,0.29760479799961104,732,328,0.659539617000064,0.672514619883041,0.6910489472150854,2.324324324324324,3.2774472657082403
674,300,94,819,541,0.3782924950000961,921,450,1.2847904019999987,0.6132075471698113,0.622998754003738,2.9765625,4.820958222552209
675,300,89,744,491,0.3230432590003147,756,393,0.9989016190002076,0.6084656084656085,0.6215974259344496,2.061946902654867,5.071668985458892
676,300,64,708,438,0.3556838360000256,672,326,1.0888878250002563,0.7697841726618705,0.7521341029459065,2.4607843137254903,4.553971696045266
677,300,79,651,418,0.39388429900009214,621,331,3.0612729110002874,0.6858974358974359,0.6775189199694001,3.3009708737864076,7.096881513224235
